  0.500000000       66.9948120               0           5           2
  0.500999987       66.9571457               0           5           2
  0.501999974       66.9201355               0           5           2
  0.503000021       66.8837967               0           5           2
  0.504000008       66.8481293               0           5           2
  0.504999995       66.8131180               0           5           2
  0.505999982       66.7787781               0           5           2
  0.506999969       66.7451019               0           5           2
  0.508000016       66.7110825               0           4           2
  0.509000003       66.6768723               0           4           2
  0.509999990       66.6433258               0           4           2
  0.510999978       66.6104507               0           4           2
  0.511999965       66.5782394               0           4           2
  0.513000011       66.5466995               0           4           2
  0.513999999       66.5158157               0           4           2
  0.514999986       66.4856110               0           4           2
  0.515999973       66.4560547               0           4           2
  0.517000020       66.4271698               0           4           2
  0.518000007       66.3989487               0           4           2
  0.518999994       66.3713913               0           4           2
  0.519999981       66.3444901               0           4           2
  0.520999968       66.3182602               0           4           2
  0.522000015       66.2910309               0           3           2
  0.523000002       66.2643127               0           3           2
  0.523999989       66.2382584               0           3           2
  0.524999976       66.2127380               0           3           1
  0.526000023       66.1871872               0           3           1
  0.527000010       66.1623001               0           3           1
  0.527999997       66.1380844               0           3           1
  0.528999984       66.1145325               0           3           1
  0.529999971       66.0916443               0           3           1
  0.531000018       66.0694275               0           3           1
  0.532000005       66.0478668               0           3           1
  0.532999992       66.0269699               0           3           1
  0.533999979       66.0067368               0           3           1
  0.534999967       65.9871674               0           3           1
  0.536000013       65.9682617               0           3           1
  0.537000000       65.9485550               0           2           1
  0.537999988       65.9292068               0           2           1
  0.538999975       65.9105301               0           2           1
  0.540000021       65.8925095               0           2           1
  0.541000009       65.8751602               0           2           1
  0.541999996       65.8584747               0           2           1
  0.542999983       65.8424454               0           2           1
  0.543999970       65.8270798               0           2           1
  0.545000017       65.8123856               0           2           1
  0.546000004       65.7983475               0           2           1
  0.546999991       65.7849655               0           2           1
  0.547999978       65.7722473               0           2           1
  0.548999965       65.7601852               0           2           1
  0.550000012       65.7487869               0           2           1
  0.550999999       65.7368317               0           1           1
  0.551999986       65.7250366               0           1           1
  0.552999973       65.7139130               0           1           1
  0.554000020       65.7034454               0           1           1
  0.555000007       65.6936417               0           1           1
  0.555999994       65.6845016               0           1           1
  0.556999981       65.6757202               0           1           0
  0.557999969       65.6671448               0           1           0
  0.559000015       65.6592331               0           1           0
  0.560000002       65.6519852               0           1           0
  0.560999990       65.6454010               0           1           0
  0.561999977       65.6394730               0           1           0
  0.562999964       65.6342010               0           1           0
  0.564000010       65.6295929               0           1           0
  0.564999998       65.6256485               0           1           0
  0.565999985       65.6220627               0           0           0
  0.566999972       65.6177750               0           0           0
  0.568000019       65.6141434               0           0           0
  0.569000006       65.6111755               0           0           0
  0.569999993       65.6088715               0           0           0
  0.570999980       65.6072235               0           0           0
  0.571999967       65.6062393               0           0           0
  0.573000014       65.6059113               0           0           0
  0.574000001       65.6062393               0           0           0
  0.574999988       65.6072311               0           0           0
  0.575999975       65.6088791               0           0           0
  0.577000022       65.6111832               0           0           0
  0.578000009       65.6141434               0           0           0
  0.578999996       65.6177597               0           0           0
  0.579999983       65.6220322               0           0           0
  0.580999970       65.6262436               0          -1           0
  0.582000017       65.6302261               0          -1           0
  0.583000004       65.6348648               0          -1           0
  0.583999991       65.6401672               0          -1           0
  0.584999979       65.6461182               0          -1           0
  0.585999966       65.6527328               0          -1           0
  0.587000012       65.6600037               0          -1           0
  0.588000000       65.6679230               0          -1           0
  0.588999987       65.6765060               0          -1           0
  0.589999974       65.6857376               0          -1           0
  0.591000021       65.6954651               0          -1          -1
  0.592000008       65.7053375               0          -1          -1
  0.592999995       65.7158661               0          -1          -1
  0.593999982       65.7270508               0          -1          -1
  0.594999969       65.7388840               0          -1          -1
  0.596000016       65.7513809               0          -1          -1
  0.597000003       65.7640152               0          -2          -1
  0.597999990       65.7762680               0          -2          -1
  0.598999977       65.7891769               0          -2          -1
  0.599999964       65.8027420               0          -2          -1
  0.601000011       65.8169708               0          -2          -1
  0.601999998       65.8318481               0          -2          -1
  0.602999985       65.8473816               0          -2          -1
  0.603999972       65.8635712               0          -2          -1
  0.605000019       65.8804169               0          -2          -1
  0.606000006       65.8979111               0          -2          -1
  0.606999993       65.9160538               0          -2          -1
  0.607999980       65.9348526               0          -2          -1
  0.608999968       65.9543076               0          -2          -1
  0.610000014       65.9744034               0          -2          -1
  0.611000001       65.9951553               0          -2          -1
  0.611999989       66.0165558               0          -2          -1
  0.612999976       66.0373535               0          -3          -1
  0.613999963       66.0585709               0          -3          -1
  0.615000010       66.0804443               0          -3          -1
  0.615999997       66.1029587               0          -3          -1
  0.616999984       66.1261368               0          -3          -1
  0.617999971       66.1499557               0          -3          -1
  0.619000018       66.1744308               0          -3          -1
  0.620000005       66.1995544               0          -3          -1
  0.620999992       66.2253265               0          -3          -1
  0.621999979       66.2517471               0          -3          -1
  0.622999966       66.2788162               0          -3          -1
  0.624000013       66.3065262               0          -3          -1
  0.625000000       66.3348923               0          -3          -1
  0.625999987       66.3638992               0          -3          -1
  0.626999974       66.3935471               0          -3          -1
  0.628000021       66.4238434               0          -3          -1
  0.629000008       66.4535675               0          -4          -1
  0.629999995       66.4837341               0          -4          -1
  0.630999982       66.5143890               0          -4          -2
  0.631999969       66.5452805               0          -4          -2
  0.633000016       66.5768204               0          -4          -2
  0.634000003       66.6090088               0          -4          -2
  0.634999990       66.6418533               0          -4          -2
  0.635999978       66.6753311               0          -4          -2
  0.636999965       66.7094727               0          -4          -2
  0.638000011       66.7442474               0          -4          -2
  0.638999999       66.7796783               0          -4          -2
  0.639999986       66.8157425               0          -4          -2
